"annotation_id","annotator","correct_answer","created_at","explanation","id","id_source","image_reference","image_target","label","lead_time","options","question","updated_at"
137,"1","Foreign body","2026-01-24T19:14:57.699277Z","Glass foreign bodies.",885,"Trauma_X_Ray_Quiz_1_Upper_Limb_Q05","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_annotation/Trauma_X_Ray_Quiz_1_Upper_Limb__Q05_MERGED_ro.jpg","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_clean/Trauma_X_Ray_Quiz_1_Upper_Limb__Q05_MERGED_base.jpg","[{""x"":71,""y"":55,""width"":5,""height"":10,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":939,""original_height"":462},{""x"":33,""y"":60,""width"":7,""height"":12,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":939,""original_height"":462}]",106.69,"Foreign body | No foreign body","Injury to elbow when intoxicated. Wound to skin. AP and Lateral views.","2026-01-24T19:14:57.699298Z"
138,"1","Injury","2026-01-24T19:15:19.903650Z","Volar plate injury.
A small fragment of cortical bone has avulsed from the base of the middle finger middle phalanx base.",886,"Trauma_X_Ray_Quiz_1_Upper_Limb_Q09","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_annotation/Trauma_X_Ray_Quiz_1_Upper_Limb__Q09_MERGED_ro.jpg","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_clean/Trauma_X_Ray_Quiz_1_Upper_Limb__Q09_MERGED_base.jpg","[{""x"":68,""y"":40,""width"":11,""height"":10,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":949,""original_height"":795}]",203.904,"Injury | No injury","Hyperextension injury to middle finger. Pain and reduced movement.","2026-01-24T19:18:05.464353Z"
139,"1","Injury","2026-01-24T19:18:37.509902Z","Posterior dislocation of the glenohumeral joint.
AP view:The joint is widened and the humeral head is internally rotated. It appears more rounded than normal – the ‘light bulb’ sign.
Y-view:The humeral head (blue line) is posteriorly dislocated (arrow) from the glenoid of the scapula (red line).",887,"Trauma_X_Ray_Quiz_1_Upper_Limb_Q10","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_annotation/Trauma_X_Ray_Quiz_1_Upper_Limb__Q10_MERGED_ro.jpg","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_clean/Trauma_X_Ray_Quiz_1_Upper_Limb__Q10_MERGED_base.jpg","[{""x"":55,""y"":23,""width"":31,""height"":49,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":945,""original_height"":501},{""x"":6,""y"":26,""width"":23,""height"":46,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":945,""original_height"":501}]",50.487,"Injury | No injury","Trauma to shoulder. Pain and reduced movement. AP and Y-views.","2026-01-24T19:18:37.509927Z"
140,"1","No injury","2026-01-24T19:30:12.411944Z","Normal OM and OM 30 views.
Assessment of the McGrigor-Campbell lines shows no injury.",888,"Trauma_X_Ray_Quiz_4_Whole_Skeleton_Q01","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_annotation/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q01_MERGED_ro.jpg","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_clean/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q01_MERGED_base.jpg","[{""x"":1,""y"":11,""width"":48,""height"":85,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":928,""original_height"":405},{""x"":53,""y"":26,""width"":44,""height"":60,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":928,""original_height"":405},{""x"":57,""y"":11,""width"":36,""height"":15,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":928,""original_height"":405}]",821.3879999999999,"Injury | No injury","Fall onto face. Painful left cheek area. OM and OM-30 views.","2026-01-24T19:32:16.691420Z"
141,"1","Injury","2026-01-24T19:32:49.769880Z","5th metatarsal base fracture.
5th metatarsal base fractures are occasionally seen on a lateral ankle view in patients with suspected ankle fractures.",889,"Trauma_X_Ray_Quiz_4_Whole_Skeleton_Q02","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_annotation/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q02_MERGED_ro.jpg","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_clean/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q02_MERGED_base.jpg","[{""x"":85,""y"":71,""width"":8,""height"":11,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":933,""original_height"":556},{""x"":30,""y"":83,""width"":7,""height"":8,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":933,""original_height"":556}]",63.178,"Injury | No injury","Inversion injury to ankle. Unable to bear weight. AP and lateral views.","2026-01-24T19:33:02.586238Z"
142,"1","Injury","2026-01-24T19:39:41.399948Z","Clavicle fracture.",890,"Trauma_X_Ray_Quiz_4_Whole_Skeleton_Q03","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_annotation/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q03_MERGED_ro.jpg","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_clean/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q03_MERGED_base.jpg","[{""x"":75,""y"":28,""width"":11,""height"":20,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":935,""original_height"":300},{""x"":1,""y"":22,""width"":8,""height"":25,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":935,""original_height"":300},{""x"":62,""y"":18,""width"":5,""height"":17,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":935,""original_height"":300},{""x"":20,""y"":23,""width"":13,""height"":16,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":935,""original_height"":300},{""x"":52,""y"":19,""width"":10,""height"":21,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":935,""original_height"":300},{""x"":9,""y"":21,""width"":11,""height"":16,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":935,""original_height"":300},{""x"":67,""y"":21,""width"":8,""height"":17,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":935,""original_height"":300}]",416.47700000000003,"Injury | No injury","Fall on outstretched hand. Pain and restricted shoulder abduction. 2 AP clavicle views.","2026-01-24T19:39:41.399974Z"
143,"1","Injury","2026-01-24T19:41:04.322015Z","Tibial plateau fracture with lipohaemarthrosis (fat and blood in the joint).",891,"Trauma_X_Ray_Quiz_4_Whole_Skeleton_Q04","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_annotation/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q04_MERGED_ro.jpg","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_clean/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q04_MERGED_base.jpg","[{""x"":18,""y"":48,""width"":9,""height"":35,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":1250,""original_height"":546},{""x"":75,""y"":11,""width"":16,""height"":57,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":1250,""original_height"":546},{""x"":45,""y"":26,""width"":12,""height"":61,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":1250,""original_height"":546},{""x"":57,""y"":14,""width"":18,""height"":67,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":1250,""original_height"":546}]",334.272,"Injury | No injury","Fall with direct trauma to knee. Pain, swelling and reduced knee movement. AP and horizontal beam lateral views.","2026-01-24T19:48:06.666164Z"
144,"1","No injury","2026-01-24T19:41:44.014430Z","Normal elbow.
The radial head (R), medial (internal) epicondyle (I), and olecranon (O) ossification centres are still visible – they have not yet completely fused.
The ossification centres of the capitulum (C), trochlea (T), and lateral epicondyle (L) have already fused.",892,"Trauma_X_Ray_Quiz_4_Whole_Skeleton_Q06","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_annotation/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q06_MERGED_ro.jpg","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_clean/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q06_MERGED_base.jpg","[{""x"":54,""y"":49,""width"":25,""height"":43,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":989,""original_height"":539},{""x"":12,""y"":28,""width"":28,""height"":44,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":989,""original_height"":539}]",87.074,"Injury | No injury","14-year-old boy. Fall onto elbow. Pain and reduced movement. AP and lateral views.","2026-01-24T19:42:11.171537Z"
145,"1","Injury","2026-01-24T19:43:13.324828Z","Anterior dislocation.
The humeral head is located anterior and inferior to the glenoid fossa of the scapula. This is the typical appearance of an anteriorly dislocated glenohumeral joint.",893,"Trauma_X_Ray_Quiz_4_Whole_Skeleton_Q07","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_annotation/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q07_MERGED_ro.jpg","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_clean/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q07_MERGED_base.jpg","[{""x"":68,""y"":17,""width"":23,""height"":48,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":925,""original_height"":483},{""x"":18,""y"":13,""width"":29,""height"":51,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":925,""original_height"":483}]",130.88299999999998,"Injury | No injury","Injury to shoulder. Pain and reduced movement.","2026-01-24T19:43:13.324852Z"
146,"1","Injury","2026-01-24T19:44:12.623116Z","Lisfranc injury.
The DP views shows the second metatarsal bone is not aligned with the intermediate cuneiform. A small bone fragment is seen on the lateral side of the second metatarsal base.
Lateral shift of the second metatarsal base indicates injury to the Lisfranc ligament. This injury can be disabling if not identified.
The oblique image shows normal alignment and no bone abnormality.",894,"Trauma_X_Ray_Quiz_4_Whole_Skeleton_Q08","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_annotation/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q08_MERGED_ro.jpg","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_clean/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q08_MERGED_base.jpg","[{""x"":16,""y"":49,""width"":6,""height"":16,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":924,""original_height"":744}]",87.471,"Injury | No injury","Twisting injury to foot. Pain and inability to weight bear. DP and oblique views.","2026-01-24T19:44:12.623142Z"
147,"1","Injury","2026-01-24T19:45:00.714457Z","Little finger metacarpophalangeal dislocation.
Longstanding osteoarthritis of the thumb carpometacarpal joint (CMC joint).",895,"Trauma_X_Ray_Quiz_4_Whole_Skeleton_Q10","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_annotation/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q10_MERGED_ro.jpg","https://raw.githubusercontent.com/serafb/RadiologyMC-dataset/main/images-2rx_clean/Trauma_X_Ray_Quiz_4_Whole_Skeleton__Q10_MERGED_base.jpg","[{""x"":37,""y"":51,""width"":7,""height"":11,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":915,""original_height"":576},{""x"":71,""y"":83,""width"":8,""height"":11,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":915,""original_height"":576},{""x"":87,""y"":43,""width"":9,""height"":12,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":915,""original_height"":576},{""x"":21,""y"":85,""width"":7,""height"":11,""rotation"":0,""rectanglelabels"":[""ROI""],""original_width"":915,""original_height"":576}]",121.855,"Injury | No injury","Injury to finger. DP and oblique views.","2026-01-24T19:45:14.700527Z"
